,udc,keywords
1757,517,"['функц', 'систем', 'вид', 'эллиптическ', 'сист', 'ласт', 'параграф', 'конформн', 'выража', 'общероссийск', '»', 'зательств', 'полуокружн', 'венств', 'сист', 'вектор', 'общ', 'класс', 'ре', 'аналитическ', 'г', 'достаточн', 'задач', 'услов', 'выражен', 'входя', 'доказательств', 'соглашен', 'решен', 'линейн', 'люб', 'произвольн', 'оценк', 'необходим', 'след', 'вектор', 'имеет', 'докаж', 'ност', 'ясн', 'зада', 'д', 'задач', 'эллиптическ', 'щх', '°', 'уравнен', 'след', 'удовлетворя', 'разрешим', 'рассмотр', 'р', 'производн', 'ф', 'достаточн', 'утвержден']"
1758,513.7,"['схем', 'имеет', '®', 'обознач', 'п', 'утвержден', 'определен', 'эт', 'равенств', 'вп', 'нул', 'рас', 'очевидн', 'сокращен', 'доказательств', 'точн', 'трех', 'явля', 'общ', 'орп', 'глобальн', 'пучк', 'схем', 'размерн', 'тгу', 'понят', '\x0e', 'резольвент', 'пересечен', 'полн', 'сечен', 'трех', 'глобальн', 'так', 'последовательн', 'зада', 'люб', 'имеют', 'пересеч', 'диаграмм', 'соглашен', 'пункт', 'связа', 'гиперповерхн', 'пуст', 'утвержден', 'идеал', 'гладк', 'ограничив', 'диаграмм', 'тгх', 'сам', 'известн', 'ло', 'расширен', 'ны']"
1759,513.83,"['точк', 'множеств', 'теорем', 'е', 'упорядочиваем', 'выполня', 'поскольк', 'включен', 'точек', 'котор', '€', 'случа', 'различн', 'существ', 'определен', 'связн', 'случа', 'пространств', 'друг', 'ху', 'сильн', 'предложен', 'дал', 'различн', 'услов', 'еа', 'противн', 'сво', 'вмежд', 'определен', 'х', 'порядок', 'пуст', 'сам', 'ф', 'подмножеств', 'луч', 'пространств', 'действительн', 'требова', 'транзитивн', 'выпукл', 'либ', 'х', 'линейн', 'р', 'одн', 'люб', 'сильн', 'дел', 'существ', 'топологическ', 'случа', 'точек', 'усл', 'об']"
1760,517,"['имеет', 'е', 'примен', 'лг', 'пят', 'соб', 'вопрос', 'метод', 'верн', 'согласн', 'выражен', 'значен', 'вен', 'произведен', 'б', 'ос', 'т', 'полуос', 'одн', 'ны', 'х', 'интерес', 'получен', 'ад', 'работ', 'интег', 'итак', 'функц', 'все', 'л', 'дифференциальн', 'х', 'пу', 'симметричн', 'вен', 'конечн', 'слага', 'част', 'друг', 'функц', '–', 'учитыв', 'оператор', 'кох', 'г', 'произведен', 'грин', 'оценк', 'итерац', 'вх', 'математическ', 'радиус', 'порядк', 'мет', 'почлен', 'пользу']"
1761,510,"['тип', 'совместн', 'перемен', 'язык', 'формул', 'введ', 'пол', 'ри', 'некотор', 'принадлеж', 'принадлежат', 'так', 'вход', 'модел', '↔', 'выполня', 'теор', 'услов', 'существ', 'свободн', 'кортеж', 'знач', 'одн', 'указа', 'нен', 'атомарн', 'показа', 'котор', 'язык', 'перемен', 'формул', 'люб', 'предикат', 'произвольн', 'замен', 'соответствен', 'полн', 'счита', 'предложен', 'обознач', 'котор', 'констант', 'пуст', 'формул', 'люб', 'полн', 'зап', 'множеств', 'обогащен', 'относительн', 'случа', 'так', 'свободн', 'бесконечн', 'доказательств', '∧φ']"
1762,512,"['базис', 'групп', 'метабелев', 'формул', 'индуцирова', 'единиц', 'согласн', 'должн', 'доказательств', 'дал', 'рас', 'вывод', 'параметр', 'кром', 'элемент', 'услов', 'тестов', 'пуст', 'групп', 'сведен', 'пол', 'ле', 'называ', 'элем', 'исследован', 'общероссийск', 'гарантир', 'слов', 'групп', 'свободн', 'систем', 'выполня', 'образ', 'имеет', 'фундаментальн', 'лемм', '\uf8f6', 'вначал', 'определен', 'существ', 'эт', 'абелев', 'люб', 'автоморфизм', 'элемент', 'имеет', 'групп', 'предполож', 'доказательств', 'свободн', 'вложен', 'равенств', 'уравнен', 'след', 'систем', 'базис']"
1763,517,"['непрерывн', 'сходим', 'граничн', 'соответств', 'решен', 'г', 'отрезк', 'пер', 'основан', 'постоя', 'явля', 'предел', 'обозначен', 'вход', 'очевидн', 'н', 'яд', '\x0e', 'июн', 'у', 'па', 'взаимн', 'соответств', 'пересека', 'эквив', '–', 'разумева', 'ф', 'т', 'е', 'ща', 'функц', 'задач', 'общероссийск', 'ах', 'прост', 'перепиш', 'показыва', 'математическ', 'решен', 'д', 'разоб', 'времен', 'х', 'граничн', 'уравнен', 'ференцируем', 'следовательн', 'дхт', 'центр', 'подставл', 'параметр', 'действительн', 'дифференц', 'втор', 'имеют']"
1764,517,"['уравнен', 'достаточн', 'способ', 'ш', 'газ', 'частот', 'пространств', 'функц', 'вне', 'активн', 'векторстолбец', 'см', 'либ', 'однородн', 'функц', 'действ', 'рассмотрен', 'люб', 'решен', 'оп', 'привод', 'характер', 'замен', 'га', 'показыва', 'перв', 'понят', 'е', 'задач', 'формул', 'исследован', 'ни', 'эт', 'рассматрива', 'собствен', 'част', 'перемен', 'характер', '«', 'подход', 'систем', 'завис', 'област', 'котор', 'перемен', 'линейн', 'связа', 'м', 'запиш', 'эйлер', 'име', 'нул', 'аг', 'указа', 'сторон', 'исследован']"
1765,517,"['\x12', '\x0f', '\x16', '\x18', '\x10\x06', '\x16\x1b', '\x0f\x06', '\x11\x11', '\x02', '\x05\x06', '\x19\x10', 'использован', '\x0f\x16', '\x0f\x03\x08', '\x0f', '\x02', '\x04', '\x0f\x17\x06', '\x03\x06', '\x05', '\x07', '\x1b', '\x00', '\x1b\x04', 'ǳ', '\x10\x06', '\x0f\x06', '\x0f\x17', '\x02', '\x1b', '\x16\x1b', '\x05\x05', '\x03\x06', '\x1a', '\x03', '\x10\x10', '\x10\x06', '\x13', '\x13\x06', '\x18', '\x02\x10', '\x16', '\x07', '\x05', '\x04', '\x03\x10\x03\x04', '\x05\x04', '\x0f', '\x05\x1b', '\x10\x10', '\x05\x17', '\x10\x19', '\x03\x04\x10', '\x05\x16', '\x05\x19\x05', '\x05\x10']"
1766,517,"['≥', 'слага', 'функц', 'вытека', 'лемм', 'удк', 'справедлив', 'рассматрива', 'перепиш', 'альн', 'две', 'тесн', 'общероссийск', 'име', 'след', 'мест', 'услов', 'люб', 'направлен', 'июн', 'зан', 'применен', 'эт', 'см', 'дифференциальн', 'сер', 'некотор', 'разност', 'компонент', 'решен', 'прост', 'обыкновен', 'теорем', 'сил', 'интегральн', 'действительн', '––', 'оценк', 'котор', 'демиденк', 'кажд', 'класс', 'задач', '√', 'запаздыва', 'дифференц', 'сил', 'развит', 'ран', 'стем', 'введен', 'поэт', 'обыкновен', 'слага', 'сформул', 'фундаментальн']"
1767,517,"['х', 'у', 'производн', 'порядк', 'формул', 'буд', 'фо', 'жданов', 'имет', 'аналогичн', 'ленинградск', 'единствен', 'ди', 'полуплоск', 'ду', 'уравнен', 'услов', 'нул', 'яр', 'согласован', 'производн', 'г', 'решен', 'ф„', 'могут', 'ограничен', 'фох', 'существован', 'х', 'т', 'соглашен', 'найт', 'принадлежа', 'луч', 'тип', 'г', 'кот', 'функц', '®', 'уравнен', 'решен', 'производн', 'порядк', 'л', 'стрем', 'частн', 'трет', 'г', 'функц', 'диф', 'загрузк', 'ху', 'университет', 'фх', 'й', 'государствен']"
1768,517,"['т', 'получа', 'уравнен', 'решен', 'трех', 'вниман', 'перв', '±', 'пе', 'соболев', 'проекц', 'записыва', 'явля', 'полож', 'уравнен', 'откуд', 'волнов', 'р', 'м', 'дифференциальн', 'каза', 'ремен', 'ност', 'ат', 'е', 'решен', 'вид', 'т', 'ат', 'дх', 'ф', 'дц', 'наход', 'найден', 'шен', 'такж', 'перв', 'реш', 'вперв', 'мест', 'у', 'дал', 'вид', 'систем', 'р', 'нам', 'независим', 'функ', 'наибол', 'непосредствен', 'др', 'очевидн', 'вол', 'номер', 'дхдх', 'дальн']"
1769,510,"['полурешетк', 'предел', 'модел', 'теор', 'так', 'континуум', 'одн', 'обозначен', 'ко', 'подмн', 'зада', 'услов', 'определ', 'семейств', 'множеств', 'пуст', 'котор', 'зада', 'теор', 'соответствен', 'найдет', 'назов', 'решеток', 'объект', 'выбор', 'лиш', 'те', 'поэт', 'универсальн', 'след', 'дистрибутивн', 'случа', 'существ', 'естествен', 'ци', 'собствен', 'предложен', 'функц', 'логик', '\uf8f1', 'элемент', 'операц', 'подмножеств', 'разбиен', 'буд', 'оператор', 'полурешетк', 'упорядочен', 'последовательн', 'обычн', '⇔', 'сведен', 'имеет', 'параграф', 'отождествля', 'служат']"
1770,517,"['управлен', 'неравенств', 'г', 'амплитуд', 'линейн', 'выполня', 'мер', 'функц', 'случа', 'начальн', 'точност', 'дящ', 'исход', 'положен', 'управля', 'услов', 'зада', 'оптимальн', 'а', 'обознач', 'на', 'промежуток', 'настоя', 'н', 'матриц', 'управл', 'перев', 'найт', 'задач', 'оптимальн', 'формул', 'оценк', 'учитыв', 'основн', 'рассужден', 'модул', 'вид', 'меньш', 'точк', 'тельн', 'матриц', 'импульс', 'задач', 'след', 'минимум', 'т', 'вспомогательн', 'доставля', 'сист', 'получа', 'выбор', 'ны', 'свед', 'поэт', 'такж', 'воря']"
1771,517,"['образ', 'дипол', 'диск', 'ч', 'врем', '»', 'нам', '±', 'эт', 'област', 'точк', 'ет', 'плоск', 'ребр', 'работ', 'результат', 'излучен', 'задач', 'поверхностн', 'явл', 'полаг', 'библиограф', 'оста', 'одн', 'пользовательск', 'отыскан', 'дя', 'гов', 'магнитн', 'математическ', 'у', 'произвольн', 'диск', 'разложен', 'дифракц', 'дх', 'люб', 'коэфф', 'длин', 'исследовател', 'отдельн', 'ляющ', 'пол', 'решен', 'уравнен', 'радиальн', 'вторичн', 'выражен', 'например', 'на', 'н', 'нечетн', 'пространств', 'координат', 'тическ', 'стоя']"
